序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
35,恒润股份,上游-风电轴承,江苏-无锡,,,,,,,,,ABCDEFGH,x119-风电
36,新强联-300,上游-风电轴承,河南-洛阳,,,,,,,,,ABCDEFGH,x119-风电
37,崇德科技-300,上游-风电轴承,湖南-湘潭,,,,,,,,,ABCDEFGH,x119-风电
38,五洲新春,上游-风电轴承,浙江-绍兴,,,,,,,,,ABCDEFGH,x119-风电
39,力星股份-300,上游-风电轴承,江苏-南通,,,,,,,,,ABCDEFGH,x119-风电
40,长盛轴承-300,上游-风电轴承,浙江-嘉兴,,,,,,,,,ABCDEFGH,x119-风电
41,恒润股份,上游-风电轴承,江苏-无锡,,,,,,,,,ABCDEFGH,x119-风电
42,杭齿前进,上游-齿轮,浙江-杭州,,,,,,,,,ABCDEFGH,x119-风电
43,威力传动-300,上游-减速器,宁夏-银川,,,,,,,,,ABCDEFGH,x119-风电
44,阳光电源-300,上游-风电变流器,安徽-合肥,,,,,,,,,ABCDEFGH,x119-风电
45,禾望电气,上游-风电变流器,深圳,,,,,,,,,ABCDEFGH,x119-风电
46,海得控制,上游-风电变流器,上海,,,,,,,,,ABCDEFGH,x119-风电
47,金风科技,上游-风电变流器,新疆-乌鲁木齐,,,,,,,,,ABCDEFGH,x119-风电
48,金盘科技-688,上游-干式变压器,海南-海口,,,,,,,,,ABCDEFGH,x119-风电
49,江苏华辰,上游-干式变压器,江苏-徐州,,,,,,,,,ABCDEFGH,x119-风电
50,三变科技,上游-干式变压器,浙江-台州,,,,,,,,,ABCDEFGH,x119-风电
51,顺钠股份,上游-干式变压器,广东-佛山,,,,,,,,,ABCDEFGH,x119-风电
52,金风科技,中游-风机,新疆-乌鲁木齐,,,,,,,,,ABCDEFGH,x119-风电
53,运达股份-300,中游-风机,浙江-杭州,,,,,,,,,ABCDEFGH,x119-风电
54,明阳智能,中游-风机,广东-中山,,,,,,,,,ABCDEFGH,x119-风电
55,三一重能,中游-风机,北京,,,,,,,,,ABCDEFGH,x119-风电
56,东方电气,中游-风机,四川-成都,,,,,,,,,ABCDEFGH,x119-风电
57,电气风电-688,中游-风机,上海,,,,,,,,,ABCDEFGH,x119-风电
58,中国中车,中游-风机,北京,,,,,,,,,ABCDEFGH,x119-风电
59,祥明智能-300,中游-风机,江苏-常州,,,,,,,,,ABCDEFGH,x119-风电
60,盘古智能-300,中游-润滑系统,青岛,,,,,,,,,ABCDEFGH,x119-风电
61,海力风电-300,下游-桩基,江苏-南通,,,,,,,,,ABCDEFGH,x119-风电
62,润邦股份,下游-桩基,江苏-南通,,,,,,,,,ABCDEFGH,x119-风电
63,飞沃科技-300,下游-紧固件,湖南-常德,,,,,,,,,ABCDEFGH,x119-风电
64,中天科技,下游-海缆,江苏-南通,,,,,,,,,ABCDEFGH,x119-风电
65,东方电缆,下游-海缆,浙江-宁波,,,,,,,,,ABCDEFGH,x119-风电
66,亨通光电,下游-海缆,江苏-苏州,,,,,,,,,ABCDEFGH,x119-风电
67,汉缆股份,下游-海缆,山东-青岛,,,,,,,,,ABCDEFGH,x119-风电
68,宝胜股份,下游-海缆,江苏-扬州,,,,,,,,,ABCDEFGH,x119-风电
69,太阳电缆,下游-海缆,福建-南平,,,,,,,,,ABCDEFGH,x119-风电
70,漳州发展,下游-海缆,福建-漳州,,,,,,,,,ABCDEFGH,x119-风电
71,起帆电缆,下游-海缆,上海,,,,,,,,,ABCDEFGH,x119-风电
